tipo;dn;dn2;dn3;nps;od_mm;A;B;C;M;O;K_dim;E;E1;H;theta_deg;fT;K_fT;K;K_contraccion;K_expansion;referencia_K;nota
Te reductora – paso directo;1200;1200;900;48;1219;;;889.0;787.0;;;;;;;0.01;20;0.2;;;Crane: 20 fT (aprox., te recta);
Te reductora – derivación;1200;1200;900;48;1219;;;889.0;787.0;;;;;;;0.0106;60;0.636;;;Crane: 60 fT del DN de la derivación (aprox.);"K referido a la velocidad en la derivación; usar fT de la derivación"
Te reductora – paso directo;1200;1200;850;48;1219;;;889.0;787.0;;;;;;;0.01;20;0.2;;;Crane: 20 fT (aprox., te recta);
Te reductora – derivación;1200;1200;850;48;1219;;;889.0;787.0;;;;;;;0.0107;60;0.642;;;Crane: 60 fT del DN de la derivación (aprox.);"K referido a la velocidad en la derivación; usar fT de la derivación"
Te reductora – paso directo;1200;1200;800;48;1219;;;889.0;787.0;;;;;;;0.01;20;0.2;;;Crane: 20 fT (aprox., te recta);
Te reductora – derivación;1200;1200;800;48;1219;;;889.0;787.0;;;;;;;0.0108;60;0.648;;;Crane: 60 fT del DN de la derivación (aprox.);"K referido a la velocidad en la derivación; usar fT de la derivación"
Te reductora – paso directo;1200;1200;750;48;1219;;;889.0;762.0;;;;;;;0.01;20;0.2;;;Crane: 20 fT (aprox., te recta);
Te reductora – derivación;1200;1200;750;48;1219;;;889.0;762.0;;;;;;;0.011;60;0.66;;;Crane: 60 fT del DN de la derivación (aprox.);"K referido a la velocidad en la derivación; usar fT de la derivación"
Te reductora – paso directo;1200;1200;700;48;1219;;;889.0;762.0;;;;;;;0.01;20;0.2;;;Crane: 20 fT (aprox., te recta);
Te reductora – derivación;1200;1200;700;48;1219;;;889.0;762.0;;;;;;;0.0111;60;0.666;;;Crane: 60 fT del DN de la derivación (aprox.);"K referido a la velocidad en la derivación; usar fT de la derivación"
Te reductora – paso directo;1200;1200;650;48;1219;;;889.0;762.0;;;;;;;0.01;20;0.2;;;Crane: 20 fT (aprox., te recta);
Te reductora – derivación;1200;1200;650;48;1219;;;889.0;762.0;;;;;;;0.0112;60;0.672;;;Crane: 60 fT del DN de la derivación (aprox.);"K referido a la velocidad en la derivación; usar fT de la derivación"
Te reductora – paso directo;1200;1200;600;48;1219;;;889.0;737.0;;;;;;;0.01;20;0.2;;;Crane: 20 fT (aprox., te recta);
Te reductora – derivación;1200;1200;600;48;1219;;;889.0;737.0;;;;;;;0.012;60;0.72;;;Crane: 60 fT del DN de la derivación (aprox.);"K referido a la velocidad en la derivación; usar fT de la derivación"
Te reductora – paso directo;1200;1200;550;48;1219;;;889.0;737.0;;;;;;;0.01;20;0.2;;;Crane: 20 fT (aprox., te recta);
Te reductora – derivación;1200;1200;550;48;1219;;;889.0;737.0;;;;;;;0.012;60;0.72;;;Crane: 60 fT del DN de la derivación (aprox.);"K referido a la velocidad en la derivación; usar fT de la derivación"
Reducción concéntrica;20;15;;3/4;26.7;;;;;;;;;38.0;8.1;;;;0.025;0.035;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;20;15;;3/4;26.7;;;;;;;;;38.0;8.1;;;;0.025;0.035;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;125;100;;5;141.3;;;;;;;;;127.0;12.1;;;;0.031;0.036;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;125;100;;5;141.3;;;;;;;;;127.0;12.1;;;;0.031;0.036;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;20;10;;3/4;26.7;;;;;;;;;38.0;14.4;;;;0.064;0.134;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;20;10;;3/4;26.7;;;;;;;;;38.0;14.4;;;;0.064;0.134;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;125;90;;5;141.3;;;;;;;;;127.0;17.8;;;;0.062;0.102;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;125;90;;5;141.3;;;;;;;;;127.0;17.8;;;;0.062;0.102;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;25;20;;1;33.4;;;;;;;;;51.0;7.5;;;;0.02;0.025;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;25;20;;1;33.4;;;;;;;;;51.0;7.5;;;;0.02;0.025;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;125;80;;5;141.3;;;;;;;;;127.0;23.3;;;;0.102;0.209;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;125;80;;5;141.3;;;;;;;;;127.0;23.3;;;;0.102;0.209;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;25;15;;1;33.4;;;;;;;;;51.0;13.5;;;;0.061;0.13;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;25;15;;1;33.4;;;;;;;;;51.0;13.5;;;;0.061;0.13;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;125;65;;5;141.3;;;;;;;;;127.0;30.1;;;;0.158;0.391;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;125;65;;5;141.3;;;;;;;;;127.0;30.1;;;;0.158;0.391;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;125;50;;5;141.3;;;;;;;;;127.0;35.4;;;;0.202;0.547;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;125;50;;5;141.3;;;;;;;;;127.0;35.4;;;;0.202;0.547;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;32;25;;1-1/4;42.2;;;;;;;;;51.0;9.9;;;;0.029;0.04;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;32;25;;1-1/4;42.2;;;;;;;;;51.0;9.9;;;;0.029;0.04;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;32;20;;1-1/4;42.2;;;;;;;;;51.0;17.3;;;;0.077;0.162;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;32;20;;1-1/4;42.2;;;;;;;;;51.0;17.3;;;;0.077;0.162;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;150;125;;6;168.3;;;;;;;;;140.0;11.0;;;;0.024;0.024;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;150;125;;6;168.3;;;;;;;;;140.0;11.0;;;;0.024;0.024;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;32;15;;1-1/4;42.2;;;;;;;;;51.0;23.2;;;;0.128;0.333;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;32;15;;1-1/4;42.2;;;;;;;;;51.0;23.2;;;;0.128;0.333;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;150;100;;6;168.3;;;;;;;;;140.0;21.8;;;;0.085;0.154;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;150;100;;6;168.3;;;;;;;;;140.0;21.8;;;;0.085;0.154;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;150;90;;6;168.3;;;;;;;;;140.0;26.8;;;;0.122;0.26;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;150;90;;6;168.3;;;;;;;;;140.0;26.8;;;;0.122;0.26;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;40;32;;1-1/2;48.3;;;;;;;;;64.0;5.5;;;;0.01;0.009;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;40;32;;1-1/2;48.3;;;;;;;;;64.0;5.5;;;;0.01;0.009;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;150;80;;6;168.3;;;;;;;;;140.0;31.7;;;;0.162;0.393;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;150;80;;6;168.3;;;;;;;;;140.0;31.7;;;;0.162;0.393;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;40;25;;1-1/2;48.3;;;;;;;;;64.0;13.3;;;;0.053;0.1;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;40;25;;1-1/2;48.3;;;;;;;;;64.0;13.3;;;;0.053;0.1;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;150;65;;6;168.3;;;;;;;;;140.0;37.6;;;;0.215;0.584;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;150;65;;6;168.3;;;;;;;;;140.0;37.6;;;;0.215;0.584;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;40;20;;1-1/2;48.3;;;;;;;;;64.0;19.2;;;;0.098;0.236;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;40;20;;1-1/2;48.3;;;;;;;;;64.0;19.2;;;;0.098;0.236;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;40;15;;1-1/2;48.3;;;;;;;;;64.0;23.8;;;;0.141;0.39;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;40;15;;1-1/2;48.3;;;;;;;;;64.0;23.8;;;;0.141;0.39;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;200;150;;8;219.1;;;;;;;;;152.0;19.0;;;;0.056;0.076;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;200;150;;8;219.1;;;;;;;;;152.0;19.0;;;;0.056;0.076;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;200;125;;8;219.1;;;;;;;;;152.0;28.7;;;;0.119;0.233;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;200;125;;8;219.1;;;;;;;;;152.0;28.7;;;;0.119;0.233;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;50;40;;2;60.3;;;;;;;;;76.0;9.0;;;;0.025;0.032;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;50;40;;2;60.3;;;;;;;;;76.0;9.0;;;;0.025;0.032;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;200;100;;8;219.1;;;;;;;;;152.0;38.0;;;;0.194;0.471;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;200;100;;8;219.1;;;;;;;;;152.0;38.0;;;;0.194;0.471;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;50;32;;2;60.3;;;;;;;;;76.0;13.6;;;;0.053;0.095;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;50;32;;2;60.3;;;;;;;;;76.0;13.6;;;;0.053;0.095;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;200;90;;8;219.1;;;;;;;;;152.0;42.3;;;;0.231;0.603;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;200;90;;8;219.1;;;;;;;;;152.0;42.3;;;;0.231;0.603;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;50;25;;2;60.3;;;;;;;;;76.0;20.1;;;;0.104;0.25;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;50;25;;2;60.3;;;;;;;;;76.0;20.1;;;;0.104;0.25;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;50;20;;2;60.3;;;;;;;;;76.0;24.9;;;;0.145;0.397;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;50;20;;2;60.3;;;;;;;;;76.0;24.9;;;;0.145;0.397;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;250;200;;10;273.0;;;;;;;;;178.0;17.2;;;;0.044;0.052;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;250;200;;10;273.0;;;;;;;;;178.0;17.2;;;;0.044;0.052;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;250;150;;10;273.0;;;;;;;;;178.0;32.8;;;;0.143;0.294;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;250;150;;10;273.0;;;;;;;;;178.0;32.8;;;;0.143;0.294;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;65;50;;2-1/2;73.0;;;;;;;;;89.0;8.2;;;;0.017;0.016;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;65;50;;2-1/2;73.0;;;;;;;;;89.0;8.2;;;;0.017;0.016;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;250;125;;10;273.0;;;;;;;;;178.0;40.6;;;;0.207;0.503;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;250;125;;10;273.0;;;;;;;;;178.0;40.6;;;;0.207;0.503;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;65;40;;2-1/2;73.0;;;;;;;;;89.0;15.8;;;;0.063;0.117;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;65;40;;2-1/2;73.0;;;;;;;;;89.0;15.8;;;;0.063;0.117;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;250;100;;10;273.0;;;;;;;;;178.0;48.1;;;;0.267;0.703;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;250;100;;10;273.0;;;;;;;;;178.0;48.1;;;;0.267;0.703;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;65;32;;2-1/2;73.0;;;;;;;;;89.0;19.6;;;;0.094;0.209;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;65;32;;2-1/2;73.0;;;;;;;;;89.0;19.6;;;;0.094;0.209;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;65;25;;2-1/2;73.0;;;;;;;;;89.0;25.1;;;;0.142;0.379;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;65;25;;2-1/2;73.0;;;;;;;;;89.0;25.1;;;;0.142;0.379;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;300;250;;12;323.8;;;;;;;;;203.0;14.3;;;;0.029;0.028;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;300;250;;12;323.8;;;;;;;;;203.0;14.3;;;;0.029;0.028;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;300;200;;12;323.8;;;;;;;;;203.0;28.9;;;;0.111;0.199;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;300;200;;12;323.8;;;;;;;;;203.0;28.9;;;;0.111;0.199;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;80;65;;3;88.9;;;;;;;;;89.0;10.2;;;;0.025;0.029;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;80;65;;3;88.9;;;;;;;;;89.0;10.2;;;;0.025;0.029;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;300;150;;12;323.8;;;;;;;;;203.0;41.9;;;;0.212;0.512;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;300;150;;12;323.8;;;;;;;;;203.0;41.9;;;;0.212;0.512;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;80;50;;3;88.9;;;;;;;;;89.0;18.3;;;;0.069;0.123;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;80;50;;3;88.9;;;;;;;;;89.0;18.3;;;;0.069;0.123;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;300;125;;12;323.8;;;;;;;;;203.0;48.4;;;;0.263;0.675;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;300;125;;12;323.8;;;;;;;;;203.0;48.4;;;;0.263;0.675;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;80;40;;3;88.9;;;;;;;;;89.0;25.7;;;;0.129;0.303;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;80;40;;3;88.9;;;;;;;;;89.0;25.7;;;;0.129;0.303;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;80;32;;3;88.9;;;;;;;;;89.0;29.4;;;;0.162;0.42;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;80;32;;3;88.9;;;;;;;;;89.0;29.4;;;;0.162;0.42;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;350;300;;14;355.6;;;;;;;;;330.0;5.5;;;;0.007;0.004;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;350;300;;14;355.6;;;;;;;;;330.0;5.5;;;;0.007;0.004;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;350;250;;14;355.6;;;;;;;;;330.0;14.3;;;;0.042;0.056;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;350;250;;14;355.6;;;;;;;;;330.0;14.3;;;;0.042;0.056;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;90;80;;3-1/2;101.6;;;;;;;;;102.0;7.1;;;;0.013;0.01;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;90;80;;3-1/2;101.6;;;;;;;;;102.0;7.1;;;;0.013;0.01;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;350;200;;14;355.6;;;;;;;;;330.0;23.4;;;;0.102;0.209;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;350;200;;14;355.6;;;;;;;;;330.0;23.4;;;;0.102;0.209;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;90;65;;3-1/2;101.6;;;;;;;;;102.0;16.0;;;;0.058;0.097;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;90;65;;3-1/2;101.6;;;;;;;;;102.0;16.0;;;;0.058;0.097;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;350;150;;14;355.6;;;;;;;;;330.0;31.7;;;;0.172;0.439;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;350;150;;14;355.6;;;;;;;;;330.0;31.7;;;;0.172;0.439;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;90;50;;3-1/2;101.6;;;;;;;;;102.0;22.9;;;;0.105;0.226;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;90;50;;3-1/2;101.6;;;;;;;;;102.0;22.9;;;;0.105;0.226;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;90;40;;3-1/2;101.6;;;;;;;;;102.0;29.3;;;;0.161;0.415;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;90;40;;3-1/2;101.6;;;;;;;;;102.0;29.3;;;;0.161;0.415;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;400;350;;16;406.4;;;;;;;;;356.0;8.2;;;;0.013;0.01;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;400;350;;16;406.4;;;;;;;;;356.0;8.2;;;;0.013;0.01;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;90;32;;3-1/2;101.6;;;;;;;;;102.0;32.5;;;;0.19;0.524;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;90;32;;3-1/2;101.6;;;;;;;;;102.0;32.5;;;;0.19;0.524;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;400;300;;16;406.4;;;;;;;;;356.0;13.2;;;;0.034;0.04;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;400;300;;16;406.4;;;;;;;;;356.0;13.2;;;;0.034;0.04;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;400;250;;16;406.4;;;;;;;;;356.0;21.2;;;;0.082;0.147;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;400;250;;16;406.4;;;;;;;;;356.0;21.2;;;;0.082;0.147;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;100;90;;4;114.3;;;;;;;;;102.0;7.1;;;;0.011;0.008;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;100;90;;4;114.3;;;;;;;;;102.0;7.1;;;;0.011;0.008;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;400;200;;16;406.4;;;;;;;;;356.0;29.5;;;;0.146;0.34;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;400;200;;16;406.4;;;;;;;;;356.0;29.5;;;;0.146;0.34;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;100;80;;4;114.3;;;;;;;;;102.0;14.2;;;;0.042;0.057;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;100;80;;4;114.3;;;;;;;;;102.0;14.2;;;;0.042;0.057;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;100;65;;4;114.3;;;;;;;;;102.0;22.9;;;;0.099;0.202;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;100;65;;4;114.3;;;;;;;;;102.0;22.9;;;;0.099;0.202;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;450;400;;18;457;;;;;;;;;381.0;7.6;;;;0.011;0.008;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;450;400;;18;457;;;;;;;;;381.0;7.6;;;;0.011;0.008;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
